0.136793707,,,,,0.640833872
0.044074817,,,,,0.74736941
0.698177156,,,,,0.080503276
0.176576238,,,,,
0.198044681,,,,,
0.759802264,,,,,
0.183863608,,,,,
0.444378332,,,,,
0.616512029,,,,,
0.030652032,,,,,
0.884208945,,,,,
0.899570521,,,,,
1,,,,,
0.928845716,,,,,
0.291530373,,,,,
0.702088295,,,,,
0.529987153,,,,,
0.311545348,,,,,
0.275108497,,,,,
0.319816889,,,,,
0.623820936,,,,,
0.808527475,,,,,
0.82127812,,,,,
0.600419712,,,,,
0.530881672,,,,,
0.262134974,,,,,
0.24914893,,,,,
0.238105684,,,,,
0.294038631,,,,,
0.134256901,,,,,
0.465132563,,,,,
0.376831171,,,,,
0.707725865,,,,,
0.737809932,,,,,
0.812314404,,,,,
0.793050704,,,,,
0.813601088,,,,,
0.565616634,,,,,
0.745613178,,,,,
0.745929215,,,,,
0.577054049,,,,,
0.346732579,,,,,
0.792135149,,,,,
0.843995683,,,,,
0.389622885,,,,,
0.298157122,,,,,
0.194466106,,,,,
0.30618575,,,,,
0.486163763,,,,,
0.237745573,,,,,
0.451845007,,,,,
0.442517674,,,,,
0.271361136,,,,,
0.420767753,,,,,
0.279815487,,,,,
0,,,,,
0.233253949,,,,,
0.455183674,,,,,
0.349093586,,,,,
0.351545749,,,,,
0.364186206,,,,,
0.226145883,,,,,
0.888077011,,,,,
0.879047683,,,,,
0.916195742,,,,,
0.904912088,,,,,
0.913832731,,,,,
0.886954105,,,,,
0.914007528,,,,,
0.907905169,,,,,
0.92277441,,,,,
0.939774768,,,,,
0.915559663,,,,,
0.857138993,,,,,
0.886424706,,,,,
0.946962469,,,,,
0.930394344,,,,,
0.846975741,,,,,
0.909652635,,,,,
0.926702077,,,,,
0.916045487,,,,,
0.956392977,,,,,
0.90351121,,,,,
0.873133644,,,,,
0.797869884,,,,,
0.868978591,,,,,
0.83169981,,,,,
0.764239797,,,,,
0.845996579,,,,,
0.815936051,,,,,
0.856315596,,,,,
0.793668252,,,,,
0.708998024,,,,,
0.845025932,,,,,
0.769684039,,,,,
0.596149464,,,,,
0.349505285,,,,,
0.534589966,,,,,
0.317792954,,,,,
0.489294077,,,,,
0.582388605,,,,,
0.180426274,,,,,
0.281072621,,,,,
0.245841816,,,,,
0.583216009,,,,,
0.567342564,,,,,
0.428591534,,,,,
0.491607504,,,,,
0.890654386,,,,,
0.925404374,,,,,
0.903197177,,,,,
0.738694935,,,,,
0.835509778,,,,,
0.530357281,,,,,
0.886905021,,,,,
0.721730638,,,,,
0.816917718,,,,,
0.748809604,,,,,
0.535619214,,,,,
0.686506845,,,,,
0.817958985,,,,,
0.705059338,,,,,
0.849818066,,,,,
0.757595018,,,,,
0.801664826,,,,,
0.730953794,,,,,
0.870124036,,,,,
0.671918582,,,,,
0.664484462,,,,,
0.692876658,,,,,
0.912330681,,,,,
0.887729922,,,,,
0.888383531,,,,,
0.896369587,,,,,
0.937480373,,,,,
0.920486025,,,,,
0.86543758,,,,,
0.222426569,,,,,
0.08018862,,,,,
0.075217181,,,,,
0.168070299,,,,,
0.034759003,,,,,
0.106444189,,,,,
0.142932127,,,,,
0.126459665,,,,,
0.137907598,,,,,
0.033456793,,,,,
0.906636515,,,,,
0.895506622,,,,,
0.898043429,,,,,
0.924601511,,,,,
0.956741068,,,,,
0.965507449,,,,,
0.865121544,,,,,
0.959283884,,,,,
0.903414546,,,,,
0.991603247,,,,,
0.895958389,,,,,
0.697234055,,,,,
0.873015444,,,,,
0.86827089,,,,,
0.792773233,,,,,
0.901480764,,,,,
0.444630761,,,,,
0.796060312,,,,,
0.9296611,,,,,
0.675839738,,,,,
0.494447825,,,,,
0.852074396,,,,,
0.954312445,,,,,
0.898078488,,,,,
0.893535276,,,,,
0.909828434,,,,,
0.914744779,,,,,
0.850642966,,,,,
0.914570483,,,,,
0.928408473,,,,,
0.634331778,,,,,
0.567232377,,,,,
0.800642591,,,,,
0.325977347,,,,,
0.380790392,,,,,
0.251386729,,,,,
0.099790394,,,,,
0.704404727,,,,,
0.596175007,,,,,
0.201860658,,,,,
0.334685629,,,,,
0.935383814,,,,,
0.922028644,,,,,
0.902726879,,,,,
0.911753702,,,,,
0.953930297,,,,,
0.884738844,,,,,
0.940802512,,,,,
0.89105757,,,,,
0.891276442,,,,,
0.926285369,,,,,
0.917640695,,,,,
0.318129525,,,,,
0.536835779,,,,,
0.790962158,,,,,
0.765807959,,,,,
0.69797932,,,,,
0.876390172,,,,,
0.403257029,,,,,
0.294025108,,,,,
0.683968036,,,,,
0.3032107,,,,,
0.180984221,,,,,
0.152222398,,,,,
0.874836535,,,,,
0.869323677,,,,,
0.880349393,,,,,
